STATE|STATEFP|COUNTYFP|COUNTYNAME|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT
IL|17|143|Peoria County|70278|02804096|Smithville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|143|Peoria County|76108|02804097|Trivoli CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|143|Peoria County|80736|02397272|West Peoria city|INCORPORATED PLACE|C1|A
IL|17|145|Perry County|18225|02398664|Cutler village|INCORPORATED PLACE|C1|A
IL|17|145|Perry County|21267|02394564|Du Quoin city|INCORPORATED PLACE|C1|A
IL|17|145|Perry County|59884|02396207|Pinckneyville city|INCORPORATED PLACE|C1|A
IL|17|145|Perry County|66924|02399165|St. Johns village|INCORPORATED PLACE|C1|A
IL|17|145|Perry County|74444|02399950|Tamaroa village|INCORPORATED PLACE|C1|A
IL|17|145|Perry County|81867|02399699|Willisville village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|02882|02398007|Atwood village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|05144|02398092|Bement village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|12268|02397594|Cerro Gordo village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|14442|02397625|Cisco village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|19200|02398693|De Land village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|32499|02398233|Hammond village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|37998|02398284|Ivesdale village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|42067|02628554|LaPlace CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|147|Piatt County|46487|02399244|Mansfield village|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|50244|02395384|Monticello city|INCORPORATED PLACE|C1|A
IL|17|147|Piatt County|81295|02628564|White Heath CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|149|Pike County|03948|02394070|Barry city|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|04247|02398053|Baylis village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|19681|02398717|Detroit village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|22957|02398792|El Dara village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|26480|02398886|Florence village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|31771|02394251|Griggsville city|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|36516|02398558|Hull village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|39922|02398349|Kinderhook village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|49477|02399366|Milton village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|51882|02399440|Nebo village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|52311|02396799|New Canton town|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|52805|02399482|New Salem village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|58343|02399640|Pearl village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|59156|02399656|Perry village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|60222|02396217|Pittsfield city|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|60534|02399692|Pleasant Hill village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|65130|02806557|Rockport CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|149|Pike County|75419|02399985|Time village|INCORPORATED PLACE|C1|A
IL|17|149|Pike County|77187|02400038|Valley City village|INCORPORATED PLACE|C1|A
IL|17|151|Pope County|22398|02398782|Eddyville village|INCORPORATED PLACE|C1|A
IL|17|151|Pope County|30133|02394922|Golconda city|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|39077|02398329|Karnak village|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|50751|02395112|Mound City city|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|50777|02395117|Mounds city|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|52467|02399463|New Grand Chain village|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|55899|02399571|Olmsted village|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|62211|02399029|Pulaski village|INCORPORATED PLACE|C1|A
IL|17|153|Pulaski County|76615|02400016|Ullin village|INCORPORATED PLACE|C1|A
IL|17|155|Putnam County|31017|02398194|Granville village|INCORPORATED PLACE|C1|A
IL|17|155|Putnam County|34098|02398489|Hennepin village|INCORPORATED PLACE|C1|A
IL|17|155|Putnam County|45850|02399298|McNabb village|INCORPORATED PLACE|C1|A
IL|17|155|Putnam County|46110|02399225|Magnolia village|INCORPORATED PLACE|C1|A
IL|17|155|Putnam County|46981|02399259|Mark village|INCORPORATED PLACE|C1|A
IL|17|155|Putnam County|72221|02399884|Standard village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|03454|02398021|Baldwin village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|13139|02393819|Chester city|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|16613|02398635|Coulterville village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|23503|02398809|Ellis Grove village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|24608|02398844|Evansville village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|39129|02398330|Kaskaskia village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|59104|02399654|Percy village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|61639|02399019|Prairie du Rocher village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|63043|02396334|Red Bud city|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|65221|02399108|Rockwood village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|66287|02399141|Ruma village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|71448|02395921|Sparta city|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|72468|02399891|Steeleville village|INCORPORATED PLACE|C1|A
IL|17|157|Randolph County|75263|02399981|Tilden village|INCORPORATED PLACE|C1|A
IL|17|159|Richland County|10448|02397531|Calhoun village|INCORPORATED PLACE|C1|A
IL|17|159|Richland County|14533|02397628|Claremont village|INCORPORATED PLACE|C1|A
IL|17|159|Richland County|21020|02804652|Dundas CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|159|Richland County|53143|02399500|Noble village|INCORPORATED PLACE|C1|A
IL|17|159|Richland County|55912|02396060|Olney city|INCORPORATED PLACE|C1|A
IL|17|159|Richland County|57693|02399624|Parkersburg village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|01426|02397960|Andalusia village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|03987|02806451|Barstow CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|161|Rock Island County|09499|02806462|Buffalo Prairie CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|161|Rock Island County|10786|02806466|Campbell's Island CDP|CENSUS DESIGNATED PLACE|U2|S
IL|17|161|Rock Island County|11150|02397550|Carbon Cliff village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|15235|02398588|Coal Valley village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|16366|02398626|Cordova village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|17077|02393388|Coyne Center CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|161|Rock Island County|22073|02394602|East Moline city|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|22619|02806477|Edgington CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|161|Rock Island County|32564|02398235|Hampton village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|35073|02398508|Hillsdale village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|37062|02806501|Illinois City CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|161|Rock Island County|38726|02806505|Joslin CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|161|Rock Island County|49009|02399342|Milan village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|49867|02395365|Moline city|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|54703|02399534|Oak Grove village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|61223|02399002|Port Byron village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|62822|02399043|Rapids City village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|63420|02399061|Reynolds village|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|65078|02396400|Rock Island city|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|65104|02393210|Rock Island Arsenal CDP|CENSUS DESIGNATED PLACE|M2|S
IL|17|161|Rock Island County|69979|02395890|Silvis city|INCORPORATED PLACE|C1|A
IL|17|161|Rock Island County|74548|02806570|Taylor Ridge CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|163|St. Clair County|00958|02397942|Alorton village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|04845|02394118|Belleville city|INCORPORATED PLACE|C5|A
IL|17|163|St. Clair County|08667|02397466|Brooklyn village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|10370|02397521|Cahokia village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|11644|02397568|Caseyville village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|12203|02393791|Centreville city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|15599|02393598|Collinsville city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|15833|02393604|Columbia city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|18641|02583437|Darmstadt CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|163|St. Clair County|21254|02398759|Dupo village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|21618|02398773|East Carondelet village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|22255|02394607|East St. Louis city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|24933|02398855|Fairmont City village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|25141|02394737|Fairview Heights city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|25713|02398869|Fayetteville village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|26467|02583438|Floraville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|163|St. Clair County|27806|02398923|Freeburg village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|33877|02398483|Hecker village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|42496|02395663|Lebanon city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|42860|02398420|Lenzburg village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|45993|02395806|Madison city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|46955|02399258|Marissa village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|47423|02395038|Mascoutah city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|49386|02399363|Millstadt village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|52116|02399452|New Athens village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|52142|02399453|New Baden village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|55249|02395302|O'Fallon city|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|57160|02583441|Paderborn CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|163|St. Clair County|63355|02583442|Rentchler CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|163|St. Clair County|66989|02399167|St. Libory village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|67756|02399187|Sauget village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|68328|02393227|Scott AFB CDP|CENSUS DESIGNATED PLACE|M2|S
IL|17|163|St. Clair County|69524|02399809|Shiloh village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|70252|02399833|Smithton village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|73547|02399929|Summerfield village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|74119|02399939|Swansea village|INCORPORATED PLACE|C1|A
IL|17|163|St. Clair County|79085|02400099|Washington Park village|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|11397|02397561|Carrier Mills village|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|23009|02394639|Eldorado city|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|28261|02398936|Galatia village|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|33136|02394304|Harrisburg city|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|51271|02399422|Muddy village|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|62588|02399037|Raleigh village|INCORPORATED PLACE|C1|A
IL|17|165|Saline County|72884|02399909|Stonefort village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|02921|02394023|Auburn city|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|05443|02398103|Berlin village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|09434|02397489|Buffalo village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|11033|02397547|Cantrall village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|12684|02397606|Chatham village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|14845|02397642|Clear Lake village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|18147|02398660|Curran village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|18745|02398689|Dawson village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|20045|02398728|Divernon village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|30835|02398189|Grandview village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|37127|02398568|Illiopolis village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|38375|02398298|Jerome village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|42769|02395675|Leland Grove city|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|44173|02398459|Loami village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|48021|02399302|Mechanicsburg village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|52168|02399456|New Berlin village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|58174|02399635|Pawnee village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|60599|02399694|Pleasant Plains village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|64486|02399091|Riverton village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|64759|02399100|Rochester village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|69342|02399802|Sherman village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|70759|02399864|Southern View village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|71474|02399869|Spaulding village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|72000|02395940|Springfield city|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|74860|02399964|Thayer village|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|78149|02397150|Virden city|INCORPORATED PLACE|C1|A
IL|17|167|Sangamon County|81854|02399698|Williamsville village|INCORPORATED PLACE|C1|A
IL|17|169|Schuyler County|08953|02397471|Browning village|INCORPORATED PLACE|C1|A
IL|17|169|Schuyler County|10695|02397540|Camden village|INCORPORATED PLACE|C1|A
IL|17|169|Schuyler County|44056|02398455|Littleton village|INCORPORATED PLACE|C1|A
IL|17|169|Schuyler County|66339|02396453|Rushville city|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|00997|02397945|Alsey village|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|06899|02398143|Bluffs village|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|24699|02398850|Exeter village|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|29496|02398969|Glasgow village|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|46331|02399238|Manchester village|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|48567|02804098|Merritt CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|171|Scott County|51661|02396795|Naples town|INCORPORATED PLACE|C1|A
IL|17|171|Scott County|57121|02804099|Oxville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|171|Scott County|64083|02804100|Riggston CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|171|Scott County|82270|02397336|Winchester city|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|17055|02398639|Cowden village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|26116|02398878|Findlay village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|34332|02398493|Herrick village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|41677|02806516|Lakewood CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|173|Shelby County|51232|02399420|Moweaqua village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|55132|02399554|Oconee village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|57472|02396135|Pana city|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|69186|02395865|Shelbyville city|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|69914|02397663|Sigel town|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|72650|02399899|Stewardson village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|73040|02399916|Strasburg village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|75848|02399998|Tower Hill village|INCORPORATED PLACE|C1|A
IL|17|173|Shelby County|80255|02628563|Westervelt CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|173|Shelby County|82322|02397341|Windsor city|INCORPORATED PLACE|C1|A
IL|17|175|Stark County|07692|02398162|Bradford village|INCORPORATED PLACE|C1|A
IL|17|175|Stark County|40676|02398364|La Fayette village|INCORPORATED PLACE|C1|A
IL|17|175|Stark County|75783|02397040|Toulon city|INCORPORATED PLACE|C1|A
IL|17|175|Stark County|83687|02397387|Wyoming city|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|03337|02806450|Baileyville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|177|Stephenson County|12008|02397585|Cedarville village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|18342|02398670|Dakota village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|18706|02398687|Davis village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|27884|02394821|Freeport city|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|29093|02398953|German Valley village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|41456|02393085|Lake Summerset CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|177|Stephenson County|42834|02398418|Lena village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|56341|02399580|Orangeville village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|58369|02399641|Pearl City village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|64044|02399075|Ridott village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|64837|02399101|Rock City village|INCORPORATED PLACE|C1|A
IL|17|177|Stephenson County|82029|02806586|Willow Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|177|Stephenson County|82543|02399721|Winslow village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|02206|02397988|Armington village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|17549|02398651|Creve Coeur village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|18940|02398702|Deer Creek village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|19226|02394496|Delavan city|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|22164|02394604|East Peoria city|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|30445|02398176|Goodfield village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|31563|02398203|Green Valley village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|34272|02629865|Heritage Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|179|Tazewell County|36126|02398541|Hopedale village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|45785|02399217|Mackinaw village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|47111|02395019|Marquette Heights city|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|49555|02399375|Minier village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|50621|02399402|Morton village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|54092|02399520|North Pekin village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|58447|02396172|Pekin city|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|59026|02399652|Peoria Heights village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|71175|02399852|South Pekin village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|75965|02400000|Tremont village|INCORPORATED PLACE|C1|A
IL|17|179|Tazewell County|79033|02397206|Washington city|INCORPORATED PLACE|C1|A
IL|17|181|Union County|01205|02397948|Alto Pass village|INCORPORATED PLACE|C1|A
IL|17|181|Union County|01543|02393961|Anna city|INCORPORATED PLACE|C1|A
IL|17|181|Union County|15300|02398593|Cobden village|INCORPORATED PLACE|C1|A
IL|17|181|Union County|20305|02398735|Dongola village|INCORPORATED PLACE|C1|A
IL|17|181|Union County|38635|02395480|Jonesboro city|INCORPORATED PLACE|C1|A
IL|17|181|Union County|49178|02399347|Mill Creek village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|00880|02397939|Allerton village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|01242|02397950|Alvin village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|04689|02398070|Belgium village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|06184|02398128|Bismarck village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|11774|02397576|Catlin village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|18563|02393715|Danville city|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|22021|02806476|East Lynn CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|183|Vermilion County|24985|02398856|Fairmount village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|26233|02398881|Fithian village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|28963|02394882|Georgetown city|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|34137|02398490|Henning village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|36061|02394415|Hoopeston city|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|37348|02398573|Indianola village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|51336|02399427|Muncie village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|55002|02399547|Oakwood village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|55886|02628557|Olivet CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|183|Vermilion County|61366|02399011|Potomac village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|62744|02399040|Rankin village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|63862|02399071|Ridge Farm village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|65962|02399127|Rossville village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|69836|02399819|Sidell village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|75276|02399982|Tilton village|INCORPORATED PLACE|C1|A
IL|17|183|Vermilion County|80931|02400157|Westville village|INCORPORATED PLACE|C1|A
IL|17|185|Wabash County|00815|02397935|Allendale village|INCORPORATED PLACE|C1|A
IL|17|185|Wabash County|04936|02398082|Bellmont village|INCORPORATED PLACE|C1|A
IL|17|185|Wabash County|39259|02398332|Keensburg village|INCORPORATED PLACE|C1|A
IL|17|185|Wabash County|50868|02395120|Mount Carmel city|INCORPORATED PLACE|C1|A
IL|17|187|Warren County|00672|02397929|Alexis village|INCORPORATED PLACE|C1|A
IL|17|187|Warren County|03207|02398013|Avon village|INCORPORATED PLACE|C1|A
IL|17|187|Warren County|10747|02804101|Cameron CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|187|Warren County|40182|02398362|Kirkwood village|INCORPORATED PLACE|C1|A
IL|17|187|Warren County|44082|02398454|Little York village|INCORPORATED PLACE|C1|A
IL|17|187|Warren County|50010|02395371|Monmouth city|INCORPORATED PLACE|C1|A
IL|17|187|Warren County|65845|02399125|Roseville village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|00230|02397910|Addieville village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|02531|02394001|Ashley city|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|12164|02393787|Centralia city|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|20890|02398750|Du Bois village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|36347|02398550|Hoyleton village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|37777|02398277|Irvington village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|51700|02395154|Nashville city|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|52714|02399478|New Minden village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|54586|02399540|Oakdale village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|55470|02399566|Okawville village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|62523|02399035|Radom village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|63719|02399069|Richview village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|77408|02400053|Venedy village|INCORPORATED PLACE|C1|A
IL|17|189|Washington County|78721|02397187|Wamac city|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|14455|02397626|Cisne village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|24816|02394732|Fairfield city|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|30250|02398173|Golden Gate village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|38323|02398294|Jeffersonville village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|38531|02398306|Johnsonville village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|39233|02398331|Keenes village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|49347|02399348|Mill Shoals village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|50933|02399411|Mount Erie village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|70031|02399825|Sims village|INCORPORATED PLACE|C1|A
IL|17|191|Wayne County|79436|02400113|Wayne City village|INCORPORATED PLACE|C1|A
IL|17|193|White County|09889|02397503|Burnt Prairie village|INCORPORATED PLACE|C1|A
IL|17|193|White County|11293|02393751|Carmi city|INCORPORATED PLACE|C1|A
IL|17|193|White County|17783|02398655|Crossville village|INCORPORATED PLACE|C1|A
IL|17|193|White County|24179|02398835|Enfield village|INCORPORATED PLACE|C1|A
IL|17|193|White County|31165|02394970|Grayville city|INCORPORATED PLACE|C1|A
IL|17|193|White County|47592|02399276|Maunie village|INCORPORATED PLACE|C1|A
IL|17|193|White County|49347|02399348|Mill Shoals village|INCORPORATED PLACE|C1|A
IL|17|193|White County|52506|02399464|New Haven village|INCORPORATED PLACE|C1|A
IL|17|193|White County|53403|02399506|Norris City village|INCORPORATED PLACE|C1|A
IL|17|193|White County|59520|02399664|Phillipstown village|INCORPORATED PLACE|C1|A
IL|17|193|White County|71643|02399879|Springerton village|INCORPORATED PLACE|C1|A
IL|17|195|Whiteside County|00516|02397923|Albany village|INCORPORATED PLACE|C1|A
IL|17|195|Whiteside County|15469|02398597|Coleta village|INCORPORATED PLACE|C1|A
IL|17|195|Whiteside County|15950|02629861|Como CDP|CENSUS DESIGNATED PLACE|U1|S
